清单,名称,UI命中面数,GP命中面数,UI命中面,GP命中面
CodeBuddyFuncs,SetClipboardString,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncs,SetColor,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetColorAsNorm,0,0,,
CodeBuddyFuncs,SetColorByName,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetColorVal_float,0,0,,
CodeBuddyFuncs,SetColorVal_int,0,0,,
CodeBuddyFuncs,SetConcentricStyle,0,0,,
CodeBuddyFuncs,SetConsumeMouseButton,3,0,"TunerUtilities, __SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetConsumeMouseOver,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetConsumeMouseWheel,3,0,"TunerUtilities, __SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetCounterClockwise,0,0,,
CodeBuddyFuncs,SetCycleType,0,0,,
CodeBuddyFuncs,SetDisabled,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetDomain,0,0,,
CodeBuddyFuncs,SetDrawControlBounds,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncs,SetEnableSpaceReplacement,0,0,,
CodeBuddyFuncs,SetEnabled,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetEndPauseTime,0,0,,
CodeBuddyFuncs,SetEndVal,0,0,,
CodeBuddyFuncs,SetEndX,0,0,,
CodeBuddyFuncs,SetEndY,0,0,,
CodeBuddyFuncs,SetEntries,0,0,,
CodeBuddyFuncs,SetEntries_alt,0,0,,
CodeBuddyFuncs,SetEntrySelected,0,0,,
CodeBuddyFuncs,SetEntrySelectedCallback,0,0,,
CodeBuddyFuncs,SetEntrySubButtonClickedCallback,0,0,,
CodeBuddyFuncs,SetFGColor,0,0,,
CodeBuddyFuncs,SetFocus,0,0,,
CodeBuddyFuncs,SetFocusStop,0,0,,
CodeBuddyFuncs,SetFollow,0,0,,
CodeBuddyFuncs,SetFontFamily,0,0,,
CodeBuddyFuncs,SetFontSize,0,0,,
CodeBuddyFuncs,SetForceIME,0,0,,
CodeBuddyFuncs,SetForceNonIME,0,0,,
CodeBuddyFuncs,SetFrame,0,0,,
CodeBuddyFuncs,SetGamepadToolTipOn,1,0,TTManager,
CodeBuddyFuncs,SetGestureStartDistanceThreshold,1,0,TouchManager,
CodeBuddyFuncs,SetGlobalInputHandler,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncs,SetGridColor,0,0,,
CodeBuddyFuncs,SetHide,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetHideHandler,1,0,__SC.C_ContextPtr,
CodeBuddyFuncs,SetHighlightColor,0,0,,
CodeBuddyFuncs,SetID,2,1,"__SC.C_ContextPtr, __SC.C_Control",WorldBuilder
CodeBuddyFuncs,SetIcon,0,0,,
CodeBuddyFuncs,SetIndexSelected,0,0,,
CodeBuddyFuncs,SetInitHandler,1,0,__SC.C_ContextPtr,
CodeBuddyFuncs,SetInputHandler,1,1,__SC.C_ContextPtr,Automation
CodeBuddyFuncs,SetLinearColor,0,0,,
CodeBuddyFuncs,SetMask,0,0,,
CodeBuddyFuncs,SetMaskOffset,0,0,,
CodeBuddyFuncs,SetMaskOffsetVal,0,0,,
CodeBuddyFuncs,SetMaskSize,0,0,,
CodeBuddyFuncs,SetMaskSizeVal,0,0,,
CodeBuddyFuncs,SetMaskTexture,0,0,,
CodeBuddyFuncs,SetMaxCharacters,0,0,,
CodeBuddyFuncs,SetModal,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetMovie,0,0,,
CodeBuddyFuncs,SetMovieFinishedCallback,0,0,,
CodeBuddyFuncs,SetMovieFrameCallback,0,0,,
CodeBuddyFuncs,SetNoClip,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetNumSteps,0,0,,
CodeBuddyFuncs,SetNumberInput,0,0,,
CodeBuddyFuncs,SetOffset,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetOffsetVal,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetOffsetX,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetOffsetY,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetParentRelativeSize,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetParentRelativeSizeVal,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetParentRelativeSizeX,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetParentRelativeSizeY,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetPauseTime,0,0,,
CodeBuddyFuncs,SetPercent,0,0,,
CodeBuddyFuncs,SetPercents,0,0,,
CodeBuddyFuncs,SetPlotChannel,0,0,,
CodeBuddyFuncs,SetPlotColor,0,0,,
CodeBuddyFuncs,SetPopupChangeHandler,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncs,SetPostInit,1,0,__SC.C_ContextPtr,
CodeBuddyFuncs,SetPressureStyle,0,0,,
CodeBuddyFuncs,SetProgress,0,0,,
CodeBuddyFuncs,SetRange,0,0,,
CodeBuddyFuncs,SetReduceWidth,0,0,,
CodeBuddyFuncs,SetRefreshHandler,1,0,__SC.C_ContextPtr,
CodeBuddyFuncs,SetRelativeEndVal,0,0,,
CodeBuddyFuncs,SetScrollValue,0,0,,
CodeBuddyFuncs,SetSelected,0,0,,
CodeBuddyFuncs,SetSelectedIndex,0,0,,
CodeBuddyFuncs,SetShadowColor,0,0,,
CodeBuddyFuncs,SetShadowPercent,0,0,,
CodeBuddyFuncs,SetShow,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetShowHandler,1,0,__SC.C_ContextPtr,
CodeBuddyFuncs,SetShowHideHandler,1,0,__SC.C_ContextPtr,
CodeBuddyFuncs,SetShowOnMouseOut,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetShowOnMouseOver,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetShutdown,1,0,__SC.C_ContextPtr,
CodeBuddyFuncs,SetShutdownGamepad,1,0,__SC.C_ContextPtr,
CodeBuddyFuncs,SetSize,3,0,"PopupDialog, __SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetSizeToText,0,0,,
CodeBuddyFuncs,SetSizeVal,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetSizeX,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetSizeY,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetSpeed,0,0,,
CodeBuddyFuncs,SetStackPadding,0,0,,
CodeBuddyFuncs,SetStartVal,0,0,,
CodeBuddyFuncs,SetStartX,0,0,,
CodeBuddyFuncs,SetStartY,0,0,,
CodeBuddyFuncs,SetStep,0,0,,
CodeBuddyFuncs,SetStepAndCall,0,0,,
CodeBuddyFuncs,SetString,0,0,,
CodeBuddyFuncs,SetStyle,0,0,,
CodeBuddyFuncs,SetTabSelectedCallback,0,0,,
CodeBuddyFuncs,SetTag,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetTextureAndMask,0,0,,
CodeBuddyFuncs,SetTextureOffset,0,0,,
CodeBuddyFuncs,SetTextureOffsetVal,0,0,,
CodeBuddyFuncs,SetTextureSize,0,0,,
CodeBuddyFuncs,SetTextureSizeVal,0,0,,
CodeBuddyFuncs,SetToBeginning,0,0,,
CodeBuddyFuncs,SetToEnd,0,0,,
CodeBuddyFuncs,SetToolTipCallback,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetToolTipDelay,1,0,TTManager,
CodeBuddyFuncs,SetTruncateHeight,0,0,,
CodeBuddyFuncs,SetTruncateWidth,0,0,,
CodeBuddyFuncs,SetUICursor,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncs,SetUnCheckColor,0,0,,
CodeBuddyFuncs,SetUnCheckTexture,0,0,,
CodeBuddyFuncs,SetUnCheckTextureOffsetVal,0,0,,
CodeBuddyFuncs,SetUnCheckTextureSizeVal,0,0,,
CodeBuddyFuncs,SetUpdate,1,0,__SC.C_ContextPtr,
CodeBuddyFuncs,SetUpdateGamepad,1,0,__SC.C_ContextPtr,
CodeBuddyFuncs,SetUseHighlightShader,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,SetValue,4,0,"GameConfiguration, MapConfiguration, PlayerConfiguration, UserConfiguration",
CodeBuddyFuncs,SetVisState,0,0,,
CodeBuddyFuncs,SetVisible,0,0,,
CodeBuddyFuncs,SetVisibleOnMap,0,0,,
CodeBuddyFuncs,SetVisibleOnWorld,0,0,,
CodeBuddyFuncs,SetVoid1,0,0,,
CodeBuddyFuncs,SetVoid2,0,0,,
CodeBuddyFuncs,SetVoids,0,0,,
CodeBuddyFuncs,SetWidth,0,0,,
CodeBuddyFuncs,SetWorldEndVal,0,0,,
CodeBuddyFuncs,SetWorldPosition,0,0,,
CodeBuddyFuncs,SetWorldPositionOffset,0,0,,
CodeBuddyFuncs,SetWorldPositionOffsetVal,0,0,,
CodeBuddyFuncs,SetWorldPositionVal,0,0,,
CodeBuddyFuncs,SetWorldStartVal,0,0,,
CodeBuddyFuncs,SetWrapWidth_float,0,0,,
CodeBuddyFuncs,SetWrapWidth_int,0,0,,
CodeBuddyFuncs,SetXNumberInterval,0,0,,
CodeBuddyFuncs,SetXTickInterval,0,0,,
CodeBuddyFuncs,SetYNumberInterval,0,0,,
CodeBuddyFuncs,SetYTickInterval,0,0,,
CodeBuddyFuncs,SetZoomOffsetFar,0,0,,
CodeBuddyFuncs,SetZoomOffsetFarVal,0,0,,
CodeBuddyFuncs,SetZoomOffsetNear,0,0,,
CodeBuddyFuncs,SetZoomOffsetNearVal,0,0,,
CodeBuddyFuncs,ShowBorders,0,0,,
CodeBuddyFuncs,ShowControlsByID,1,0,UITutorialManager,
CodeBuddyFuncs,ShowDelayedPopups,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncs,ShowHGridLines,0,0,,
CodeBuddyFuncs,ShowHighlights,0,0,,
CodeBuddyFuncs,ShowVGridLines,0,0,,
CodeBuddyFuncs,ShowXAxis,0,0,,
CodeBuddyFuncs,ShowXNumbers,0,0,,
CodeBuddyFuncs,ShowXTicks,0,0,,
CodeBuddyFuncs,ShowYAxis,0,0,,
CodeBuddyFuncs,ShowYNumbers,0,0,,
CodeBuddyFuncs,ShowYTicks,0,0,,
CodeBuddyFuncs,SortChildren,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,StartDrag,0,0,,
CodeBuddyFuncs,Stop,0,0,,
CodeBuddyFuncs,StopAllEffects,1,0,EffectsManager,
CodeBuddyFuncs,StopDrag,0,0,,
CodeBuddyFuncs,StopEffect,1,0,EffectsManager,
CodeBuddyFuncs,StopSnapBack,0,0,,
CodeBuddyFuncs,StrategicView_ClearReferenceMap,0,0,,
CodeBuddyFuncs,StrategicView_GetReferenceMapAlpha,0,0,,
CodeBuddyFuncs,StrategicView_SetReferenceMap,0,0,,
CodeBuddyFuncs,StrategicView_SetReferenceMapAlpha,0,0,,
CodeBuddyFuncs,TakeFocus,0,0,,
CodeBuddyFuncs,ToButtonControl,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,ToControlBase,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncs,ToggleEntrySelected,0,0,,
CodeBuddyFuncs,ToggleIndexSelected,0,0,,
CodeBuddyFuncs,TrySetIcon,0,0,,
CodeBuddyFuncs,TypeInfo,0,0,,
CodeBuddyFuncs,UnFocus,0,0,,
CodeBuddyFuncs,UnifyClickAndTap,1,0,__SC.C_ContextPtr,
CodeBuddyFuncs,UnloadTexture,0,0,,
CodeBuddyFuncs,UpdateDrag,0,0,,
CodeBuddyFuncs,WasAnyGestureStarted,1,0,TouchManager,
CodeBuddyFuncs,WasInAnyGesture,1,0,TouchManager,
CodeBuddyFuncs,WasInGesture,1,0,TouchManager,
CodeBuddyFuncsRaw(归一化),AddChildAtIndex,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),AddControlToAlwaysReceiveInput,1,0,UITutorialManager,
CodeBuddyFuncsRaw(归一化),AddToolTipDisplayCallback,1,0,TTManager,
CodeBuddyFuncsRaw(归一化),AddVertex,0,0,,
CodeBuddyFuncsRaw(归一化),BranchResetAnimation,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),BreakLine,0,0,,
CodeBuddyFuncsRaw(归一化),BuildEntry,0,0,,
CodeBuddyFuncsRaw(归一化),BuildInstance,2,0,"InstanceManager, __SC.C_ContextPtr",
CodeBuddyFuncsRaw(归一化),BuildInstanceForControl,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),BuildInstanceForControlAtIndex,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),CalculateInternalSize,0,0,,
CodeBuddyFuncsRaw(归一化),CalculateInternals,0,0,,
CodeBuddyFuncsRaw(归一化),CalculateSize,0,0,,
CodeBuddyFuncsRaw(归一化),CalculateVisibilityBox,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),CallParentShowHideHandler,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),ChangeParent,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),Clear,0,0,,
CodeBuddyFuncsRaw(归一化),ClearAll,0,0,,
CodeBuddyFuncsRaw(归一化),ClearAllPaths,0,0,,
CodeBuddyFuncsRaw(归一化),ClearAnimCallback,0,0,,
CodeBuddyFuncsRaw(归一化),ClearCallback,0,0,,
CodeBuddyFuncsRaw(归一化),ClearChannel,0,0,,
CodeBuddyFuncsRaw(归一化),ClearContextParameters,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),ClearCurrent,1,0,TTManager,
CodeBuddyFuncsRaw(归一化),ClearDownEndCallback,0,0,,
CodeBuddyFuncsRaw(归一化),ClearEndCallback,0,0,,
CodeBuddyFuncsRaw(归一化),ClearEntries,0,0,,
CodeBuddyFuncsRaw(归一化),ClearGlobalInputHandler,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),ClearHexes,1,0,UILens,
CodeBuddyFuncsRaw(归一化),ClearMouseEnterCallback,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),ClearMouseExitCallback,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),ClearMouseOverCallback,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),ClearPersistantInputControls,1,0,UITutorialManager,
CodeBuddyFuncsRaw(归一化),ClearPlotChannel,0,0,,
CodeBuddyFuncsRaw(归一化),ClearPlotsByChannel,0,0,,
CodeBuddyFuncsRaw(归一化),ClearPopupChangeHandler,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),ClearPopupParameters,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),ClearRefreshHandler,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),ClearRequestRefresh,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),ClearScrollCallback,0,0,,
CodeBuddyFuncsRaw(归一化),ClearSizeChangedCallback,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),ClearStartCallback,0,0,,
CodeBuddyFuncsRaw(归一化),ClearString,0,0,,
CodeBuddyFuncsRaw(归一化),ClearTextureChanged,0,0,,
CodeBuddyFuncsRaw(归一化),ClearToolTipCallback,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),ClearUpEndCallback,0,0,,
CodeBuddyFuncsRaw(归一化),ClearUpdate,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),ClearUpdateGamepad,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),ClearWhenHiddenCallback,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),ClearWhenShownCallback,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),Close,1,0,PopupDialog,
CodeBuddyFuncsRaw(归一化),CreateConcentricWaves,0,0,,
CodeBuddyFuncsRaw(归一化),CreateDataSet,0,0,,
CodeBuddyFuncsRaw(归一化),CreateLinearWaves,0,0,,
CodeBuddyFuncsRaw(归一化),CreatePathAlongSpline,0,0,,
CodeBuddyFuncsRaw(归一化),CreateRegionText,0,0,,
CodeBuddyFuncsRaw(归一化),CreateSpritePath,0,0,,
CodeBuddyFuncsRaw(归一化),CreateSprites,0,0,,
CodeBuddyFuncsRaw(归一化),CreateText,0,0,,
CodeBuddyFuncsRaw(归一化),CreateTextAlongSpline,0,0,,
CodeBuddyFuncsRaw(归一化),CreateTextArc,0,0,,
CodeBuddyFuncsRaw(归一化),CreateTextAtPos,0,0,,
CodeBuddyFuncsRaw(归一化),DebugMouseOver,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),DeleteAllDataSets,0,0,,
CodeBuddyFuncsRaw(归一化),DeleteDataSet,0,0,,
CodeBuddyFuncsRaw(归一化),DequeuePopup,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),DestroyAllChildren,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),DestroyChild,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),DisableDebugOutline,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),DisablePopupQueue,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),DisableTouchScrolling,0,0,,
CodeBuddyFuncsRaw(归一化),DisableTouchToolTip,1,0,TouchManager,
CodeBuddyFuncsRaw(归一化),DoAutoSize,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),DoLeftClick,0,0,,
CodeBuddyFuncsRaw(归一化),DropFocus,0,0,,
CodeBuddyFuncsRaw(归一化),EnableControlsByIdOrTag,1,0,UITutorialManager,
CodeBuddyFuncsRaw(归一化),EnableDebugOutline,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),EnableOverlay,1,0,UITutorialManager,
CodeBuddyFuncsRaw(归一化),EnableToolTip,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),EnableTooltipAtPos,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),EnableTouchScrolling,0,0,,
CodeBuddyFuncsRaw(归一化),FindDataSet,0,1,,GameSummary
CodeBuddyFuncsRaw(归一化),FindIconAtlas,1,0,IconManager,
CodeBuddyFuncsRaw(归一化),FindIconAtlasNearestSize,1,0,IconManager,
CodeBuddyFuncsRaw(归一化),FlipX,0,0,,
CodeBuddyFuncsRaw(归一化),FlipY,0,0,,
CodeBuddyFuncsRaw(归一化),ForceClose,0,0,,
CodeBuddyFuncsRaw(归一化),ForceSetFocus,0,0,,
CodeBuddyFuncsRaw(归一化),GamepadEnableTooltips,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GamepadUpdateTooltips,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetAbsoluteScrollValue,0,0,,
CodeBuddyFuncsRaw(归一化),GetAlpha,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetAnchor,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetBaseFileName,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),GetBatteryLevel,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetBestOverlappingControl,0,0,,
CodeBuddyFuncsRaw(归一化),GetButton,0,0,,
CodeBuddyFuncsRaw(归一化),GetButtonIconText,0,0,,
CodeBuddyFuncsRaw(归一化),GetChildren,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetConsumeMouseButton,3,0,"TunerUtilities, __SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetConsumeMouseOver,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetConsumeMouseWheel,3,0,"TunerUtilities, __SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetContext,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetContextParameters,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),GetControl,0,0,,
CodeBuddyFuncsRaw(归一化),GetControlUnderMouse,3,0,"TunerUtilities, UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetCoordX,0,0,,
CodeBuddyFuncsRaw(归一化),GetCoordY,0,0,,
CodeBuddyFuncsRaw(归一化),GetCurrentSubButton,0,0,,
CodeBuddyFuncsRaw(归一化),GetCycleType,0,0,,
CodeBuddyFuncsRaw(归一化),GetDeltaX,0,0,,
CodeBuddyFuncsRaw(归一化),GetDeltaY,0,0,,
CodeBuddyFuncsRaw(归一化),GetDownButton,0,0,,
CodeBuddyFuncsRaw(归一化),GetEndX,0,0,,
CodeBuddyFuncsRaw(归一化),GetEndY,0,0,,
CodeBuddyFuncsRaw(归一化),GetEntries,0,0,,
CodeBuddyFuncsRaw(归一化),GetFilePath,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetFlags,0,0,,
CodeBuddyFuncsRaw(归一化),GetFontFamilyFromStyle,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetFontSize,0,0,,
CodeBuddyFuncsRaw(归一化),GetGestureDistance,1,0,TouchManager,
CodeBuddyFuncsRaw(归一化),GetGestureStartDistanceThreshold,1,0,TouchManager,
CodeBuddyFuncsRaw(归一化),GetGrid,0,0,,
CodeBuddyFuncsRaw(归一化),GetHash,3,0,"UIManager, UITutorialManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetID,2,1,"__SC.C_ContextPtr, __SC.C_Control",WorldBuilder
CodeBuddyFuncsRaw(归一化),GetIndexedEntry,0,0,,
CodeBuddyFuncsRaw(归一化),GetIsBatteryCharging,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetKey,0,0,,
CodeBuddyFuncsRaw(归一化),GetLastFrameNum,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetLastTimeDelta,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetLayout,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetLeftButton,0,0,,
CodeBuddyFuncsRaw(归一化),GetLuaFileName,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),GetMaxCharacters,0,0,,
CodeBuddyFuncsRaw(归一化),GetMessageType,0,0,,
CodeBuddyFuncsRaw(归一化),GetModalContexts,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetMouseDX,0,0,,
CodeBuddyFuncsRaw(归一化),GetMouseDY,0,0,,
CodeBuddyFuncsRaw(归一化),GetMouseDelta,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetMouseOverControls,3,0,"TunerUtilities, UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetMouseOverWorld,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetMousePos,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetName,0,0,,
CodeBuddyFuncsRaw(归一化),GetNormalDeltaX,0,0,,
CodeBuddyFuncsRaw(归一化),GetNormalDeltaY,0,0,,
CodeBuddyFuncsRaw(归一化),GetNormalX,0,0,,
CodeBuddyFuncsRaw(归一化),GetNormalY,0,0,,
CodeBuddyFuncsRaw(归一化),GetNormalizedMousePos,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetNumChildren,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetNumSteps,0,0,,
CodeBuddyFuncsRaw(归一化),GetNumberInput,0,0,,
CodeBuddyFuncsRaw(归一化),GetOffsetVal,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetOffsetX,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetOffsetY,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetParent,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetParentByID,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetParentByType,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetParentRelativeOffset,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetParentRelativeSizeVal,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetParentRelativeSizeX,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetParentRelativeSizeY,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetPath,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetPauseTime,0,0,,
CodeBuddyFuncsRaw(归一化),GetPercent,0,0,,
CodeBuddyFuncsRaw(归一化),GetPopupParameters,1,0,__SC.C_ContextPtr,
CodeBuddyFuncsRaw(归一化),GetPopupStack,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetProgress,0,0,,
CodeBuddyFuncsRaw(归一化),GetRatio,0,0,,
CodeBuddyFuncsRaw(归一化),GetRightButton,0,0,,
CodeBuddyFuncsRaw(归一化),GetRootContexts,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetRows,0,0,,
CodeBuddyFuncsRaw(归一化),GetScreenOffset,2,0,"__SC.C_ContextPtr, __SC.C_Control",
CodeBuddyFuncsRaw(归一化),GetScreenSizeVal,2,0,"UIManager, __SC.C_UIManager",
CodeBuddyFuncsRaw(归一化),GetScrollBar,0,0,,
CodeBuddyFuncsRaw(归一化),GetScrollPanel,0,0,,
CodeBuddyFuncsRaw(归一化),GetScrollValue,0,0,,
CodeBuddyFuncsRaw(归一化),GetSelectedEntry,0,0,,
CodeBuddyFuncsRaw(归一化),GetSelectedIndex,0,0,,
CodeBuddyFuncsRaw(归一化),GetSelectedTab,0,0,,
CodeBuddyFuncsRaw(归一化),GetSelectedTabID,0,0,,
