id,类型,命名空间/类,方法,子方法,调用形态,文档可用性,来源,路径类别,探测表达式,修正表达式,GP状态,GP存在,GP真名,GP近似名,GP备注,UI状态,UI存在,UI真名,UI近似名,UI备注,其它UI状态,实际范围,一致性判定,参数,返回
A-UIGetGameParametersGetInsertValueAt,ACTION,UI,GetGameParameters,GetInsertValueAt,Colon (Instance),UI,objects,colon-sub,__SC.C_UI_P_GetGameParameters.GetInsertValueAt,,ERR,不可判,,,类 UI 在该上下文无实例通道（none）,nil,否,,Get,文档名拼接：去前缀候选 InsertValueAt 亦不存在（该对象运行时仅 5 法：Add/Get/GetValue/Remove/SetValue）,,双端未见,文档存疑：UI 未见,,
A-UIZoomMap,ACTION,UI,ZoomMap,,Dot (Global),Both,objects,dot,UI.ZoomMap,,ERR,否,,,命名空间 UI 在该上下文不存在,nil,否,,,命名空间存在但无此成员,,双端未见,文档偏宽：双端均未见,,
A-UIExitGame,ACTION,UI,ExitGame,,Dot (Global),Both,objects,dot,UI.ExitGame,,ERR,否,,,命名空间 UI 在该上下文不存在,nil,否,,,命名空间存在但无此成员,,双端未见,文档偏宽：双端均未见,,
A-UIDataAssert,ACTION,UI,DataAssert,,Dot (Global),Both,objects,dot,UI.DataAssert,,ERR,否,,,命名空间 UI 在该上下文不存在,nil,否,,,命名空间存在但无此成员,,双端未见,文档偏宽：双端均未见,,
Q-UIGetWorldFromNormalizedScr,QUERY,UI,GetWorldFromNormalizedScr,,Dot (Global),Both,objects,dot,UI.GetWorldFromNormalizedScr,,ERR,否,,,命名空间 UI 在该上下文不存在,nil,否,,,命名空间存在但无此成员,,双端未见,文档偏宽：双端均未见,,
A-UIPostKeyMessage,ACTION,UI,PostKeyMessage,,Dot (Global),Both,objects,dot,UI.PostKeyMessage,,ERR,否,,,命名空间 UI 在该上下文不存在,nil,否,,,命名空间存在但无此成员,,双端未见,文档偏宽：双端均未见,,
Q-UILensSetLayerHexes,QUERY,UILens,SetLayerHexes,,Dot (Global),Both,objects,dot,UILens.SetLayerHexes,,ERR,否,,,命名空间 UILens 在该上下文不存在,nil,否,,,命名空间存在但无此成员,,双端未见,文档偏宽：双端均未见,,
A-InputSetCallback,ACTION,Input,SetCallback,,Dot (Global),UI,objects,dot,Input.SetCallback,,ERR,否,,,命名空间 Input 在该上下文不存在,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：UI 未见,,
Q-InputGetMessageType,QUERY,Input,GetMessageType,,Dot (Global),UI,objects,dot,Input.GetMessageType,,ERR,否,,,命名空间 Input 在该上下文不存在,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：UI 未见,,
Q-InputGetKey,QUERY,Input,GetKey,,Dot (Global),UI,objects,dot,Input.GetKey,,ERR,否,,,命名空间 Input 在该上下文不存在,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：UI 未见,,
C-Calendar,CONTEXT,Calendar,,,Dot (Global),Both,objects,namespace,Calendar,,nil,否,,,命名空间在该上下文不存在,table,是,,,命名空间存在,,仅UI,文档偏宽：GP 未见,,
Q-CalendarMakeDateStr,QUERY,Calendar,MakeDateStr,,Dot (Global),Both,objects,dot,Calendar.MakeDateStr,,ERR,否,,,命名空间 Calendar 在该上下文不存在,function,是,,,,,仅UI,文档偏宽：GP 未见,"turn:::number, calendarHash:::number, gameSpeedHash:::number, unknown:::boolean",dateStr:::string
Q-CalendarMakeYearStr,QUERY,Calendar,MakeYearStr,,Dot (Global),Both,objects,dot,Calendar.MakeYearStr,,ERR,否,,,命名空间 Calendar 在该上下文不存在,function,是,,,,,仅UI,文档偏宽：GP 未见,turn:::number,yearDateStr:::string
Q-CalendarGetTurnYearForGame,QUERY,Calendar,GetTurnYearForGame,,Dot (Global),Both,objects,dot,Calendar.GetTurnYearForGame,,ERR,否,,,命名空间 Calendar 在该上下文不存在,function,是,,,,,仅UI,文档偏宽：GP 未见,,
Q-CalendarGetTurnMonthForGame,QUERY,Calendar,GetTurnMonthForGame,,Dot (Global),Both,objects,dot,Calendar.GetTurnMonthForGame,,ERR,否,,,命名空间 Calendar 在该上下文不存在,function,是,,,,,仅UI,文档偏宽：GP 未见,,
Q-GameSummaryGetDataSetCount,QUERY,GameSummary,GetDataSetCount,,Dot (Global),UI,objects,dot,GameSummary.GetDataSetCount,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,amount:::number
Q-GameSummaryGetDataSetDisplayDescription,QUERY,GameSummary,GetDataSetDisplayDescription,,Dot (Global),UI,objects,dot,GameSummary.GetDataSetDisplayDescription,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,desc:::string
Q-GameSummaryHasDataSetValues,QUERY,GameSummary,HasDataSetValues,,Dot (Global),UI,objects,dot,GameSummary.HasDataSetValues,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,[True/False]:::boolean
Q-GameSummaryGetDataSetName,QUERY,GameSummary,GetDataSetName,,Dot (Global),UI,objects,dot,GameSummary.GetDataSetName,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,
Q-GameSummaryGetDataSetValues,QUERY,GameSummary,GetDataSetValues,,Dot (Global),UI,objects,dot,GameSummary.GetDataSetValues,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,
Q-GameSummaryCoalesceDataSet,QUERY,GameSummary,CoalesceDataSet,,Dot (Global),UI,objects,dot,GameSummary.CoalesceDataSet,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,
Q-GameSummaryGetDataSetDisplayName,QUERY,GameSummary,GetDataSetDisplayName,,Dot (Global),UI,objects,dot,GameSummary.GetDataSetDisplayName,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,
Q-GameSummaryGetDataSetVisible,QUERY,GameSummary,GetDataSetVisible,,Dot (Global),UI,objects,dot,GameSummary.GetDataSetVisible,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,
Q-GameSummaryGetDataSetValue,QUERY,GameSummary,GetDataSetValue,,Dot (Global),UI,objects,dot,GameSummary.GetDataSetValue,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,
Q-GameSummaryGetDataPoints,QUERY,GameSummary,GetDataPoints,,Dot (Global),Both,objects,dot,GameSummary.GetDataPoints,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryGetOrCreateDataSet,QUERY,GameSummary,GetOrCreateDataSet,,Dot (Global),Both,objects,dot,GameSummary.GetOrCreateDataSet,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryFindDataSet,QUERY,GameSummary,FindDataSet,,Dot (Global),Both,objects,dot,GameSummary.FindDataSet,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryGetCityObject,QUERY,GameSummary,GetCityObject,,Dot (Global),Both,objects,dot,GameSummary.GetCityObject,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryGetDataSets,QUERY,GameSummary,GetDataSets,,Dot (Global),Both,objects,dot,GameSummary.GetDataSets,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryGetObjects,QUERY,GameSummary,GetObjects,,Dot (Global),Both,objects,dot,GameSummary.GetObjects,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryGetOrCreateDataPoint,QUERY,GameSummary,GetOrCreateDataPoint,,Dot (Global),Both,objects,dot,GameSummary.GetOrCreateDataPoint,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
A-GameSummarySetDataPoint,ACTION,GameSummary,SetDataPoint,,Dot (Global),Both,objects,dot,GameSummary.SetDataPoint,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryGetLastDataSetValue,QUERY,GameSummary,GetLastDataSetValue,,Dot (Global),Both,objects,dot,GameSummary.GetLastDataSetValue,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryLookupDataSet,QUERY,GameSummary,LookupDataSet,,Dot (Global),Both,objects,dot,GameSummary.LookupDataSet,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryAdjustDataSetValue,QUERY,GameSummary,AdjustDataSetValue,,Dot (Global),Both,objects,dot,GameSummary.AdjustDataSetValue,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
A-GameSummaryUpdateDataPoint,ACTION,GameSummary,UpdateDataPoint,,Dot (Global),Both,objects,dot,GameSummary.UpdateDataPoint,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryLookupDataPoint,QUERY,GameSummary,LookupDataPoint,,Dot (Global),Both,objects,dot,GameSummary.LookupDataPoint,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
A-GameSummarySetRulesetType,ACTION,GameSummary,SetRulesetType,,Dot (Global),Both,objects,dot,GameSummary.SetRulesetType,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryGetPlayerObject,QUERY,GameSummary,GetPlayerObject,,Dot (Global),Both,objects,dot,GameSummary.GetPlayerObject,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
A-GameSummaryCreateObject,ACTION,GameSummary,CreateObject,,Dot (Global),Both,objects,dot,GameSummary.CreateObject,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummarySetDataSetValue,QUERY,GameSummary,SetDataSetValue,,Dot (Global),Both,objects,dot,GameSummary.SetDataSetValue,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryGetRulesetTypes,QUERY,GameSummary,GetRulesetTypes,,Dot (Global),Both,objects,dot,GameSummary.GetRulesetTypes,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
Q-GameSummaryFindDataPoint,QUERY,GameSummary,FindDataPoint,,Dot (Global),Both,objects,dot,GameSummary.FindDataPoint,,function,是,,,,nil,否,,,命名空间存在但无此成员,,仅GP,文档偏宽：UI 未见,,
A-IconManagerUpdateIcon,ACTION,IconManager,UpdateIcon,,Colon (Instance),UI,objects,colon,__SC.C_IconManager.UpdateIcon,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,nil,否,,,经 global-as-instance 检查：无此方法,,双端未见,文档存疑：UI 未见,,
Q-IconManagerFindIconAtlasForType,QUERY,IconManager,FindIconAtlasForType,,Colon (Instance),UI,objects,colon,__SC.C_IconManager.FindIconAtlasForType,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,nil,否,,,经 global-as-instance 检查：无此方法,,双端未见,文档存疑：UI 未见,,
A-IconManagerUpdateIconFromPlayerID,ACTION,IconManager,UpdateIconFromPlayerID,,Colon (Instance),UI,objects,colon,__SC.C_IconManager.UpdateIconFromPlayerID,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,nil,否,,,经 global-as-instance 检查：无此方法,,双端未见,文档存疑：UI 未见,,
A-IconManagerUpdateIconSimple,ACTION,IconManager,UpdateIconSimple,,Colon (Instance),UI,objects,colon,__SC.C_IconManager.UpdateIconSimple,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,nil,否,,,经 global-as-instance 检查：无此方法,,双端未见,文档存疑：UI 未见,,
A-IconManagerSetLeaderTooltip,ACTION,IconManager,SetLeaderTooltip,,Colon (Instance),UI,objects,colon,__SC.C_IconManager.SetLeaderTooltip,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,nil,否,,,经 global-as-instance 检查：无此方法,,双端未见,文档存疑：UI 未见,,
A-UnitManagerSetLifespan,ACTION,UnitManager,SetLifespan,,Dot (Global),GamePlay,moduleObjects,dot,UnitManager.SetLifespan,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：GP 未见,"Unit:::object, newLifespan:::number",
Q-UnitManagerGetUnitType,QUERY,UnitManager,GetUnitType,,Dot (Global),GamePlay,moduleObjects,dot,UnitManager.GetUnitType,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：GP 未见,Unit:::object,unitType:::string
Q-UnitManagerGetLifespan,QUERY,UnitManager,GetLifespan,,Dot (Global),Both,moduleObjects,dot,UnitManager.GetLifespan,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档偏宽：双端均未见,Unit:::object,lifespan:::number
A-UnitManagerChangeLifespan,ACTION,UnitManager,ChangeLifespan,,Dot (Global),GamePlay,moduleObjects,dot,UnitManager.ChangeLifespan,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：GP 未见,"Unit:::object, amount:::number",
A-UnitManagerResetLifespan,ACTION,UnitManager,ResetLifespan,,Dot (Global),GamePlay,moduleObjects,dot,UnitManager.ResetLifespan,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：GP 未见,Unit:::object,
A-UnitManagerSetMaxHitPoints,ACTION,UnitManager,SetMaxHitPoints,,Dot (Global),GamePlay,moduleObjects,dot,UnitManager.SetMaxHitPoints,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：GP 未见,"Unit:::object, newMaxHitPoints:::number",
Q-UnitManagerGetMaxHitPoints,QUERY,UnitManager,GetMaxHitPoints,,Dot (Global),Both,moduleObjects,dot,UnitManager.GetMaxHitPoints,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档偏宽：双端均未见,Unit:::object,maxHitPoints:::number
A-UnitManagerChangeMaxHitPoints,ACTION,UnitManager,ChangeMaxHitPoints,,Dot (Global),GamePlay,moduleObjects,dot,UnitManager.ChangeMaxHitPoints,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：GP 未见,"Unit:::object, amount:::number",
A-UnitManagerSetDefaultMaxHitPoints,ACTION,UnitManager,SetDefaultMaxHitPoints,,Dot (Global),GamePlay,moduleObjects,dot,UnitManager.SetDefaultMaxHitPoints,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：GP 未见,"unitType:::string, playerID:::number, hitPoints:::number",
C-InstanceManager,CONTEXT,InstanceManager,,,Colon (Instance),Both,moduleObjects,colon-obj,__SC.C_InstanceManager,,nil,否,,,该上下文既无同名模块/全局，也无实例通道,table,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
A-InstanceManagernew,ACTION,InstanceManager,new,,Colon (Instance),Both,moduleObjects,colon,__SC.C_InstanceManager.new,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,"instanceName:::string, rootControlName:::string, parentControl:::string",
Q-InstanceManagerGetInstance,QUERY,InstanceManager,GetInstance,,Colon (Instance),Both,moduleObjects,colon,__SC.C_InstanceManager.GetInstance,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,newParent:::object,instance:::object
Q-InstanceManagerGetAllocatedInstance,QUERY,InstanceManager,GetAllocatedInstance,,Colon (Instance),Both,moduleObjects,colon,__SC.C_InstanceManager.GetAllocatedInstance,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,index:::number,instance:::object
A-InstanceManagerReleaseInstance,ACTION,InstanceManager,ReleaseInstance,,Colon (Instance),Both,moduleObjects,colon,__SC.C_InstanceManager.ReleaseInstance,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,instance:::object,
A-InstanceManagerReleaseInstanceByParent,ACTION,InstanceManager,ReleaseInstanceByParent,,Colon (Instance),Both,moduleObjects,colon,__SC.C_InstanceManager.ReleaseInstanceByParent,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,controlInstance:::object,
Q-InstanceManagerFindInstanceByControl,QUERY,InstanceManager,FindInstanceByControl,,Colon (Instance),Both,moduleObjects,colon,__SC.C_InstanceManager.FindInstanceByControl,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,controlInstance:::object,instance:::object
A-InstanceManagerBuildInstance,ACTION,InstanceManager,BuildInstance,,Colon (Instance),Both,moduleObjects,colon,__SC.C_InstanceManager.BuildInstance,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
A-InstanceManagerResetInstances,ACTION,InstanceManager,ResetInstances,,Colon (Instance),Both,moduleObjects,colon,__SC.C_InstanceManager.ResetInstances,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
A-InstanceManagerDestroyInstances,ACTION,InstanceManager,DestroyInstances,,Colon (Instance),Both,moduleObjects,colon,__SC.C_InstanceManager.DestroyInstances,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
C-GenerationalInstanceManager,CONTEXT,GenerationalInstanceManager,,,Colon (Instance),Both,moduleObjects,colon-obj,__SC.C_GenerationalInstanceManager,,nil,否,,,该上下文既无同名模块/全局，也无实例通道,table,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
A-GenerationalInstanceManagernew,ACTION,GenerationalInstanceManager,new,,Colon (Instance),Both,moduleObjects,colon,__SC.C_GenerationalInstanceManager.new,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,"instanceName:::string, rootControlName:::string, parentControl:::string",
Q-GenerationalInstanceManagerGetInstance,QUERY,GenerationalInstanceManager,GetInstance,,Colon (Instance),Both,moduleObjects,colon,__SC.C_GenerationalInstanceManager.GetInstance,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,instance:::object
A-GenerationalInstanceManagerBuildInstance,ACTION,GenerationalInstanceManager,BuildInstance,,Colon (Instance),Both,moduleObjects,colon,__SC.C_GenerationalInstanceManager.BuildInstance,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
A-GenerationalInstanceManagerResetInstances,ACTION,GenerationalInstanceManager,ResetInstances,,Colon (Instance),Both,moduleObjects,colon,__SC.C_GenerationalInstanceManager.ResetInstances,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
C-PullDownInstanceManager,CONTEXT,PullDownInstanceManager,,,Colon (Instance),Both,moduleObjects,colon-obj,__SC.C_PullDownInstanceManager,,nil,否,,,该上下文既无同名模块/全局，也无实例通道,table,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
A-PullDownInstanceManagernew,ACTION,PullDownInstanceManager,new,,Colon (Instance),Both,moduleObjects,colon,__SC.C_PullDownInstanceManager.new,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,"instanceName:::string, rootControlName:::string, pullDownControl:::string",
Q-PullDownInstanceManagerGetInstance,QUERY,PullDownInstanceManager,GetInstance,,Colon (Instance),Both,moduleObjects,colon,__SC.C_PullDownInstanceManager.GetInstance,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,instance:::object
A-PullDownInstanceManagerBuildInstance,ACTION,PullDownInstanceManager,BuildInstance,,Colon (Instance),Both,moduleObjects,colon,__SC.C_PullDownInstanceManager.BuildInstance,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
A-PullDownInstanceManagerResetInstances,ACTION,PullDownInstanceManager,ResetInstances,,Colon (Instance),Both,moduleObjects,colon,__SC.C_PullDownInstanceManager.ResetInstances,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
C-Relationship,CONTEXT,Relationship,,,Dot (Global),Both,moduleObjects,namespace,Relationship,,nil,否,,,命名空间在该上下文不存在,nil,否,,,命名空间在该上下文不存在,,双端未见,文档偏宽：双端均未见,,
A-RelationshipIsValidWithAI,ACTION,Relationship,IsValidWithAI,,Dot (Global),Both,moduleObjects,dot,Relationship.IsValidWithAI,,ERR,否,,,命名空间 Relationship 在该上下文不存在,ERR,否,,,命名空间 Relationship 在该上下文不存在,,双端未见,文档偏宽：双端均未见,relationshipType:::string,[True/False]:::boolean
A-RelationshipIsValidWithHuman,ACTION,Relationship,IsValidWithHuman,,Dot (Global),Both,moduleObjects,dot,Relationship.IsValidWithHuman,,ERR,否,,,命名空间 Relationship 在该上下文不存在,ERR,否,,,命名空间 Relationship 在该上下文不存在,,双端未见,文档偏宽：双端均未见,relationshipType:::string,[True/False]:::boolean
C-Tests.QuitApp,CONTEXT,Tests.QuitApp,,,Dot (Global),Both,moduleObjects,namespace,Tests.QuitApp,,ERR,否,,,命名空间在该上下文不存在,ERR,否,,,命名空间在该上下文不存在,,双端未见,文档偏宽：双端均未见,,
A-Tests.QuitAppRun,ACTION,Tests.QuitApp,Run,,Dot (Global),Both,moduleObjects,dot,Tests.QuitApp.Run,,ERR,否,,,命名空间 Tests.QuitApp 在该上下文不存在,ERR,否,,,命名空间 Tests.QuitApp 在该上下文不存在,,双端未见,文档偏宽：双端均未见,,
C-Tests.QuitGame,CONTEXT,Tests.QuitGame,,,Dot (Global),Both,moduleObjects,namespace,Tests.QuitGame,,ERR,否,,,命名空间在该上下文不存在,ERR,否,,,命名空间在该上下文不存在,,双端未见,文档偏宽：双端均未见,,
A-Tests.QuitGameRun,ACTION,Tests.QuitGame,Run,,Dot (Global),Both,moduleObjects,dot,Tests.QuitGame.Run,,ERR,否,,,命名空间 Tests.QuitGame 在该上下文不存在,ERR,否,,,命名空间 Tests.QuitGame 在该上下文不存在,,双端未见,文档偏宽：双端均未见,,
C-Tests.PauseGame,CONTEXT,Tests.PauseGame,,,Dot (Global),Both,moduleObjects,namespace,Tests.PauseGame,,ERR,否,,,命名空间在该上下文不存在,ERR,否,,,命名空间在该上下文不存在,,双端未见,文档偏宽：双端均未见,,
A-Tests.PauseGameRun,ACTION,Tests.PauseGame,Run,,Dot (Global),Both,moduleObjects,dot,Tests.PauseGame.Run,,ERR,否,,,命名空间 Tests.PauseGame 在该上下文不存在,ERR,否,,,命名空间 Tests.PauseGame 在该上下文不存在,,双端未见,文档偏宽：双端均未见,,
C-Tests.End,CONTEXT,Tests.End,,,Dot (Global),Both,moduleObjects,namespace,Tests.End,,ERR,否,,,命名空间在该上下文不存在,ERR,否,,,命名空间在该上下文不存在,,双端未见,文档偏宽：双端均未见,,
A-Tests.EndRun,ACTION,Tests.End,Run,,Dot (Global),Both,moduleObjects,dot,Tests.End.Run,,ERR,否,,,命名空间 Tests.End 在该上下文不存在,ERR,否,,,命名空间 Tests.End 在该上下文不存在,,双端未见,文档偏宽：双端均未见,,
C-TunerUtilities,CONTEXT,TunerUtilities,,,Colon (Instance),Both,moduleObjects,colon-obj,__SC.C_TunerUtilities,,nil,否,,,该上下文既无同名模块/全局，也无实例通道,table,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
Q-TunerUtilitiesStringify,QUERY,TunerUtilities,Stringify,,Colon (Instance),Both,moduleObjects,colon,__SC.C_TunerUtilities.Stringify,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
Q-TunerUtilitiesFromCSV,QUERY,TunerUtilities,FromCSV,,Colon (Instance),Both,moduleObjects,colon,__SC.C_TunerUtilities.FromCSV,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
Q-TunerUtilitiesGetContextTree,QUERY,TunerUtilities,GetContextTree,,Colon (Instance),Both,moduleObjects,colon,__SC.C_TunerUtilities.GetContextTree,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
Q-TunerUtilitiesGetControlChildren,QUERY,TunerUtilities,GetControlChildren,,Colon (Instance),Both,moduleObjects,colon,__SC.C_TunerUtilities.GetControlChildren,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
Q-TunerUtilitiesGetControlString,QUERY,TunerUtilities,GetControlString,,Colon (Instance),Both,moduleObjects,colon,__SC.C_TunerUtilities.GetControlString,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
Q-TunerUtilitiesOnContextTreeSelection,QUERY,TunerUtilities,OnContextTreeSelection,,Colon (Instance),Both,moduleObjects,colon,__SC.C_TunerUtilities.OnContextTreeSelection,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
Q-TunerUtilitiesFindControlFromPath,QUERY,TunerUtilities,FindControlFromPath,,Colon (Instance),Both,moduleObjects,colon,__SC.C_TunerUtilities.FindControlFromPath,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
Q-TunerUtilitiesGetNavigationOptions,QUERY,TunerUtilities,GetNavigationOptions,,Colon (Instance),Both,moduleObjects,colon,__SC.C_TunerUtilities.GetNavigationOptions,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
Q-TunerUtilitiesSetNavigationOption,QUERY,TunerUtilities,SetNavigationOption,,Colon (Instance),Both,moduleObjects,colon,__SC.C_TunerUtilities.SetNavigationOption,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
Q-TunerUtilitiesGetModalNavigationOptions,QUERY,TunerUtilities,GetModalNavigationOptions,,Colon (Instance),Both,moduleObjects,colon,__SC.C_TunerUtilities.GetModalNavigationOptions,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
Q-TunerUtilitiesGetPopupNavigationOptions,QUERY,TunerUtilities,GetPopupNavigationOptions,,Colon (Instance),Both,moduleObjects,colon,__SC.C_TunerUtilities.GetPopupNavigationOptions,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
